Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.24,24,9866,1,0,0,0,825.88196,907.2876,1598.28186,1750.86975,-0.08741,-0.094,0.99405,-1.978,0.595,-0.473,6194,69683,100618
0.25,25,9867,1,0,0,0,825.88196,907.2876,1598.28186,1750.86975,-0.08643,-0.09485,0.99332,-1.943,0.368,-0.35,6194,69683,100618
0.26,26,9868,1,0,0,0,825.88196,907.2876,1598.66333,1751.09863,-0.08594,-0.09571,0.99173,-1.838,0.193,-0.158,6198,69684,100616
0.27,27,9869,1,0,0,0,825.88196,907.2876,1598.43445,1750.94604,-0.08277,-0.09546,0.99026,-1.75,0.053,-0.245,6198,69684,100616
0.28,28,9870,1,0,0,0,825.88196,907.2876,1598.43445,1751.02234,-0.08081,-0.09363,0.99246,-1.61,0.123,-0.385,6196,69683,100604
0.29,29,9871,1,0,0,0,825.88196,907.2876,1598.28186,1750.94604,-0.08081,-0.09363,0.99405,-1.365,0.298,-0.385,6196,69683,100604
0.3,30,9872,1,0,0,0,825.88196,907.2876,1598.43445,1750.94604,-0.08264,-0.10254,0.99576,-0.875,0.28,-0.28,6195,69674,100596
0.31,31,9873,1,0,0,0,825.88196,907.2876,1598.35815,1751.09863,-0.08118,-0.09143,0.99612,-0.63,0.28,-0.298,6195,69674,100596
0.32,32,9874,1,0,0,0,825.88196,907.2876,1598.81592,1751.40381,-0.0824,-0.09412,0.99002,-0.98,0.648,0.105,6189,69676,100587
0.33,33,9875,1,0,0,0,825.88196,906.90613,1598.43445,1750.94604,-0.08435,-0.08704,0.99136,-0.788,0.84,-0.21,6189,69676,100587
0.34,34,9876,1,0,0,0,825.88196,906.90613,1598.28186,1751.02234,-0.08386,-0.07556,0.9921,-1.278,0.595,-0.333,6184,69673,100584
0.35,35,9877,1,0,0,0,825.88196,906.90613,1598.43445,1751.32751,-0.08716,-0.10205,0.99271,-2.958,0.683,0.105,6184,69673,100584
0.36,36,9878,1,0,0,0,825.88196,906.90613,1598.20557,1751.17493,-0.0846,-0.10364,0.99161,-2.695,0.49,0.123,6181,69670,100574
0.37,37,9879,1,0,0,0,825.88196,906.90613,1598.28186,1751.32751,-0.08411,-0.10022,0.99124,-1.925,0.193,-0.035,6181,69670,100574
0.38,38,9880,1,0,0,0,825.88196,906.90613,1598.58704,1750.94604,-0.08496,-0.10096,0.99344,-1.47,0.298,-0.018,6177,69668,100566
0.39,39,9881,1,0,0,0,825.88196,906.90613,1597.90039,1750.94604,-0.08594,-0.10047,0.9938,-0.998,0.455,-0.228,6177,69668,100566
0.4,40,9882,1,0,0,0,825.88196,906.90613,1598.20557,1751.17493,-0.08374,-0.09095,0.99246,-0.49,0.333,-0.123,6172,69664,100561
0.41,41,9883,1,0,0,0,825.88196,906.90613,1598.58704,1751.17493,-0.0835,-0.09033,0.99222,-0.7,0.193,-0.245,6172,69664,100561
0.42,42,9884,1,0,0,0,825.88196,906.90613,1598.28186,1751.02234,-0.08386,-0.09314,0.99527,-1.033,0.228,-0.35,6172,69659,100565
0.43,43,9885,1,0,0,0,825.88196,906.82983,1598.51074,1750.94604,-0.08411,-0.09558,0.99332,-1.05,0.28,-0.333,6172,69659,100565
0.44,44,9886,1,0,0,0,825.88196,906.82983,1598.35815,1750.94604,-0.08374,-0.09619,0.99295,-0.98,0.385,-0.28,6167,69658,100559
0.45,45,9887,1,0,0,0,825.88196,906.82983,1598.28186,1752.70081,-0.08679,-0.09644,0.9938,-0.578,0.35,-0.298,6167,69658,100559
0.46,46,9888,1,0,0,0,825.88196,906.82983,1598.66333,1750.94604,-0.08557,-0.0951,0.99283,-0.42,0.368,-0.298,6161,69653,100554
0.47,47,9889,1,0,0,0,825.88196,906.82983,1598.73962,1751.63269,-0.08386,-0.0929,0.99283,-0.35,0.21,-0.263,6161,69653,100554
0.48,48,9890,1,0,0,0,825.95825,906.82983,1598.43445,1751.09863,-0.08289,-0.09522,0.99417,-0.403,0.193,-0.403,6159,69647,100551
0.49,49,9891,1,0,0,0,825.95825,906.82983,1598.20557,1750.86975,-0.08338,-0.09449,0.99466,-0.438,0.28,-0.403,6159,69647,100551
0.5,50,9892,1,0,0,0,825.95825,906.82983,1598.73962,1751.02234,-0.0846,-0.09668,0.99124,-0.403,0.263,-0.858,6159,69653,100559
0.51,51,9893,1,0,0,0,825.95825,906.82983,1598.51074,1750.94604,-0.08557,-0.09619,0.99234,0.158,0.368,-0.77,6159,69653,100559
0.52,52,9894,1,0,0,0,825.95825,906.82983,1598.51074,1750.86975,-0.08533,-0.09412,0.99332,0.455,0.193,-0.613,6154,69657,100563
0.53,53,9895,1,0,0,0,825.95825,906.90613,1598.66333,1751.02234,-0.08606,-0.09143,0.99319,0.508,0.175,-0.595,6154,69657,100563
0.54,54,9896,1,0,0,0,825.95825,906.90613,1598.35815,1750.94604,-0.08521,-0.09082,0.9921,0.315,0.07,-0.63,6153,69652,100563
0.55,55,9897,1,0,0,0,825.95825,906.90613,1598.43445,1750.94604,-0.08545,-0.09058,0.99307,0.263,-0.035,-0.543,6153,69652,100563
0.56,56,9898,1,0,0,0,825.95825,906.90613,1598.81592,1751.25122,-0.08362,-0.09143,0.99307,0.14,-0.07,-0.578,6155,69649,100564
0.57,57,9899,1,0,0,0,825.95825,906.90613,1598.43445,1750.94604,-0.08216,-0.09021,0.99319,0.123,-0.035,-0.595,6155,69649,100564
0.58,58,9900,1,0,0,0,825.88196,906.90613,1598.51074,1750.86975,-0.08289,-0.09082,0.99307,0.105,0.105,-0.525,6152,69647,100565
0.59,59,9901,1,0,0,0,825.88196,906.90613,1598.43445,1751.09863,-0.08069,-0.09046,0.99271,-0.105,0.175,-0.683,6152,69647,100565
0.6,60,9902,1,0,0,0,825.88196,906.90613,1598.43445,1751.09863,-0.0813,-0.08875,0.99283,-0.263,0.123,-0.595,6150,69648,100569
0.61,61,9903,1,0,0,0,825.88196,906.90613,1598.51074,1751.09863,-0.08386,-0.08228,0.99551,-1.365,0.28,-0.455,6150,69648,100569
0.62,62,9904,1,0,0,0,825.88196,906.90613,1598.58704,1751.25122,-0.08509,-0.09217,0.99454,-2.188,0.263,-0.21,6150,69644,100571
0.63,63,9905,1,0,0,0,825.88196,906.90613,1598.51074,1751.02234,-0.08484,-0.09656,0.99405,-1.698,0.333,-0.298,6150,69644,100571
0.64,64,9906,1,0,0,0,825.88196,906.90613,1598.51074,1751.09863,-0.08679,-0.09229,0.99576,-0.7,0.245,-0.263,6153,69644,100564
0.65,65,9907,1,0,0,0,825.88196,906.90613,1598.66333,1751.40381,-0.0857,-0.08704,0.99295,-0.368,0.14,-0.438,6153,69644,100564
0.66,66,9908,1,0,0,0,825.88196,906.90613,1598.51074,1751.09863,-0.08325,-0.09009,0.99149,-0.49,0.053,-0.28,6150,69646,100572
0.67,67,9909,1,0,0,0,825.88196,906.90613,1598.51074,1751.4801,-0.08252,-0.08887,0.99173,-0.963,0.07,-0.28,6150,69646,100572
0.68,68,9910,1,0,0,0,826.03455,906.90613,1598.81592,1751.40381,-0.08277,-0.0907,0.991,-1.225,0.193,-0.333,6147,69647,100571
0.69,69,9911,1,0,0,0,826.03455,906.90613,1598.28186,1751.32751,-0.08435,-0.09082,0.99612,-1.12,0.14,-0.35,6147,69647,100571
0.7,70,9912,1,0,0,0,826.03455,906.90613,1598.51074,1751.09863,-0.08289,-0.09131,0.99527,-1.12,0.123,-0.298,6149,69645,100570
0.71,71,9913,1,0,0,0,826.03455,906.90613,1598.58704,1751.02234,-0.08032,-0.08643,0.9921,-0.735,0.193,-0.263,6149,69645,100570
0.72,72,9914,1,0,0,0,826.03455,906.90613,1598.51074,1751.02234,-0.08081,-0.08655,0.99454,-0.875,0.28,-0.263,6147,69643,100574
0.73,73,9915,1,0,0,0,826.03455,906.90613,1598.43445,1751.09863,-0.08277,-0.08875,0.99576,-1.103,0.385,-0.175,6147,69643,100574
0.74,74,9916,1,0,0,0,826.03455,906.90613,1598.66333,1751.4801,-0.08228,-0.08948,0.99368,-1.348,0.438,-0.158,6149,69643,100579
0.75,75,9917,1,0,0,0,826.03455,906.90613,1598.43445,1750.86975,-0.08252,-0.08826,0.99551,-1.365,0.438,-0.088,6149,69643,100579
0.76,76,9918,1,0,0,0,826.03455,906.90613,1598.43445,1751.02234,-0.08338,-0.08802,0.99466,-1.47,0.403,-0.088,6149,69645,100575
0.77,77,9919,1,0,0,0,826.03455,906.90613,1598.73962,1751.02234,-0.08155,-0.09168,0.99063,-1.488,0.368,0.088,6149,69645,100575
0.78,78,9920,1,0,0,0,825.88196,906.90613,1598.35815,1750.94604,-0.08325,-0.09131,0.9938,-1.453,0.508,0.088,6153,69643,100580
0.79,79,9921,1,0,0,0,825.88196,906.90613,1598.20557,1750.86975,-0.0846,-0.08985,0.996,-1.435,0.403,0.053,6153,69643,100580
0.8,80,9922,1,0,0,0,825.88196,906.90613,1598.58704,1750.86975,-0.0835,-0.08972,0.99368,-1.33,0.403,-0.07,6153,69642,100580
0.81,81,9923,1,0,0,0,825.88196,906.90613,1598.43445,1751.02234,-0.08411,-0.08924,0.99246,-1.225,0.298,0.088,6153,69642,100580
0.82,82,9924,1,0,0,0,825.88196,906.90613,1598.51074,1750.94604,-0.08411,-0.08704,0.99466,-1.505,0.35,0.175,6152,69644,100581
0.83,83,9925,1,0,0,0,825.88196,907.2113,1598.81592,1751.17493,-0.0835,-0.0885,0.9949,-1.733,0.315,0.263,6152,69644,100581
0.84,84,9926,1,0,0,0,825.88196,907.2113,1598.43445,1751.02234,-0.0824,-0.09021,0.99149,-1.925,0.438,0.315,6153,69640,100577
0.85,85,9927,1,0,0,0,825.88196,907.2113,1598.43445,1750.94604,-0.0813,-0.09046,0.99271,-2.083,0.403,0.263,6153,69640,100577
0.86,86,9928,1,0,0,0,825.88196,907.2113,1598.58704,1751.25122,-0.08191,-0.0918,0.99442,-1.978,0.438,0.28,6156,69641,100579
0.87,87,9929,1,0,0,0,825.88196,907.2113,1598.35815,1751.02234,-0.08496,-0.0907,0.99612,-1.995,0.473,0.21,6156,69641,100579
0.88,88,9930,1,0,0,0,825.88196,907.2113,1598.51074,1751.09863,-0.08557,-0.09217,0.99319,-1.838,0.543,0.333,6156,69641,100580
0.89,89,9931,1,0,0,0,825.88196,907.2113,1598.51074,1751.40381,-0.08509,-0.0929,0.99332,-1.61,0.473,0.35,6156,69641,100580
0.9,90,9932,1,0,0,0,825.88196,907.2113,1598.20557,1751.02234,-0.08509,-0.09192,0.99271,-1.523,0.385,0.368,6158,69643,100584
0.91,91,9933,1,0,0,0,825.88196,907.2113,1598.28186,1751.02234,-0.08582,-0.09217,0.99307,-1.348,0.315,0.193,6158,69643,100584
0.92,92,9934,1,0,0,0,825.88196,907.2113,1598.58704,1751.32751,-0.08484,-0.09375,0.99356,-1.26,0.298,0.018,6161,69646,100580
0.93,93,9935,1,0,0,0,825.88196,906.82983,1598.43445,1750.86975,-0.0835,-0.09546,0.99258,-1.05,0.298,0.088,6161,69646,100580
0.94,94,9936,1,0,0,0,825.88196,906.82983,1598.20557,1750.94604,-0.08313,-0.09534,0.99344,-0.823,0.21,-0.105,6163,69644,100583
0.95,95,9937,1,0,0,0,825.88196,906.82983,1598.43445,1751.25122,-0.08203,-0.09595,0.99161,-0.56,0.158,-0.123,6163,69644,100583
0.96,96,9938,1,0,0,0,825.88196,906.82983,1598.20557,1750.86975,-0.08386,-0.094,0.99295,-0.228,0.28,-0.21,6163,69641,100589
0.97,97,9939,1,0,0,0,825.88196,906.82983,1598.28186,1751.09863,-0.08362,-0.09119,0.99344,-0.14,0.21,-0.245,6163,69641,100589
0.98,98,9940,1,0,0,0,826.03455,906.82983,1598.81592,1751.02234,-0.08362,-0.08972,0.99197,0.105,0.053,-0.403,6165,69644,100592
0.99,99,9941,1,0,0,0,826.03455,906.82983,1598.20557,1751.09863,-0.08509,-0.08814,0.99197,0.035,0.228,-0.438,6165,69644,100592
1.0,100,9942,1,0,0,0,826.03455,906.82983,1598.43445,1751.02234,-0.08423,-0.08704,0.99368,-0.158,0.105,-0.385,6164,69643,100597
1.01,101,9943,1,0,0,0,826.03455,906.82983,1598.66333,1751.09863,-0.08289,-0.08814,0.99515,-0.28,0.053,-0.403,6164,69643,100597
1.02,102,9944,1,0,0,0,826.03455,906.82983,1598.43445,1751.02234,-0.08179,-0.08802,0.99393,-0.333,0.123,-0.263,6170,69643,100602
1.03,103,9945,1,0,0,0,826.03455,906.90613,1598.51074,1750.94604,-0.08142,-0.0885,0.99515,-0.718,0.193,-0.385,6170,69643,100602
1.04,104,9946,1,0,0,0,826.03455,906.90613,1598.43445,1751.02234,-0.08032,-0.08802,0.99466,-0.753,0.21,-0.438,6168,69643,100604
1.05,105,9947,1,0,0,0,826.03455,906.90613,1598.51074,1750.94604,-0.08008,-0.08765,0.99356,-0.945,0.333,-0.578,6168,69643,100604
1.06,106,9948,1,0,0,0,826.03455,906.90613,1598.43445,1750.94604,-0.08008,-0.08838,0.99307,-1.12,0.35,-0.455,6170,69643,100608
1.07,107,9949,1,0,0,0,826.03455,906.90613,1598.73962,1751.25122,-0.08179,-0.08802,0.99356,-1.383,0.56,-0.403,6170,69643,100608
1.08,108,9950,1,0,0,0,825.80566,906.90613,1598.35815,1751.02234,-0.08411,-0.08765,0.99466,-1.663,0.49,-0.525,6171,69647,100612
1.09,109,9951,1,0,0,0,825.80566,906.90613,1598.28186,1751.02234,-0.08399,-0.09021,0.99307,-1.593,0.525,-0.403,6171,69647,100612
1.1,110,9952,1,0,0,0,825.80566,906.90613,1598.51074,1750.94604,-0.08582,-0.09217,0.99295,-1.505,0.508,-0.49,6175,69646,100613
1.11,111,9953,1,0,0,0,825.80566,906.90613,1598.43445,1750.86975,-0.08545,-0.08924,0.99356,-1.453,0.508,-0.403,6175,69646,100613
1.12,112,9954,1,0,0,0,825.80566,906.90613,1598.43445,1751.02234,-0.0857,-0.09021,0.99246,-1.295,0.49,-0.21,6179,69647,100618
1.13,113,9955,1,0,0,0,825.80566,906.98242,1598.51074,1750.79346,-0.08264,-0.0907,0.99087,-1.33,0.368,-0.49,6179,69647,100618
1.14,114,9956,1,0,0,0,825.80566,906.98242,1598.35815,1750.86975,-0.08411,-0.08887,0.99527,-1.085,0.193,-0.403,6177,69647,100624
1.15,115,9957,1,0,0,0,825.80566,906.98242,1598.43445,1751.02234,-0.08216,-0.08948,0.99429,-1.208,0.193,-0.508,6177,69647,100624
1.16,116,9958,1,0,0,0,825.80566,906.98242,1598.66333,1751.32751,-0.08325,-0.08826,0.99368,-1.365,0.298,-0.578,6180,69647,100620
1.17,117,9959,1,0,0,0,825.80566,906.98242,1598.35815,1751.02234,-0.08118,-0.08741,0.99332,-1.278,0.298,-0.49,6180,69647,100620
1.18,118,9960,1,0,0,0,825.88196,906.98242,1598.43445,1751.02234,-0.08057,-0.08667,0.99319,-1.523,0.42,-0.42,6183,69646,100625
1.19,119,9961,1,0,0,0,825.88196,906.98242,1598.35815,1751.32751,-0.08216,-0.08716,0.9938,-1.698,0.49,-0.193,6183,69646,100625
1.2,120,9962,1,0,0,0,825.88196,906.98242,1598.35815,1751.09863,-0.08228,-0.08728,0.99478,-1.873,0.508,-0.105,6183,69646,100627
1.21,121,9963,1,0,0,0,825.88196,906.98242,1598.43445,1751.02234,-0.08179,-0.08753,0.99258,-2.24,0.543,-0.175,6183,69646,100627
1.22,122,9964,1,0,0,0,825.88196,906.98242,1598.43445,1751.17493,-0.08386,-0.08692,0.99478,-2.503,0.63,-0.035,6191,69646,100630
1.23,123,9965,1,0,0,0,825.88196,906.90613,1598.43445,1750.86975,-0.08496,-0.08997,0.99393,-2.748,0.7,0.228,6191,69646,100630
1.24,124,9966,1,0,0,0,825.88196,906.90613,1598.28186,1750.86975,-0.08277,-0.0907,0.991,-2.713,0.7,0.105,6190,69644,100626
1.25,125,9967,1,0,0,0,825.88196,906.90613,1598.58704,1751.32751,-0.08277,-0.09082,0.9921,-2.853,0.578,0.193,6190,69644,100626
1.26,126,9968,1,0,0,0,825.88196,906.90613,1598.35815,1750.94604,-0.08277,-0.09241,0.9938,-2.818,0.543,0.158,6192,69646,100628
1.27,127,9969,1,0,0,0,825.88196,906.90613,1598.35815,1750.79346,-0.08216,-0.09351,0.99368,-2.818,0.63,0.123,6192,69646,100628
1.28,128,9970,1,0,0,0,825.88196,906.90613,1598.73962,1751.02234,-0.08399,-0.09412,0.99283,-2.59,0.683,0.088,6193,69647,100629
1.29,129,9971,1,0,0,0,825.88196,906.90613,1598.12927,1750.71716,-0.08509,-0.09497,0.99332,-2.573,0.63,-0.07,6193,69647,100629
1.3,130,9972,1,0,0,0,825.88196,906.90613,1598.43445,1750.79346,-0.08521,-0.09632,0.99124,-2.345,0.63,-0.123,6194,69649,100626
1.31,131,9973,1,0,0,0,825.88196,906.90613,1598.51074,1750.71716,-0.08484,-0.09571,0.99063,-2.065,0.595,-0.21,6194,69649,100626
1.32,132,9974,1,0,0,0,825.88196,906.90613,1598.28186,1750.64087,-0.08313,-0.0929,0.99039,-1.785,0.473,-0.158,6198,69644,100627
1.33,133,9975,1,0,0,0,825.88196,906.90613,1598.28186,1750.94604,-0.08252,-0.09119,0.99417,-1.855,0.403,0.018,6198,69644,100627
1.34,134,9976,1,0,0,0,825.88196,906.90613,1598.58704,1750.86975,-0.08325,-0.09095,0.99539,-2.1,0.525,-0.035,6199,69645,100627
1.35,135,9977,1,0,0,0,825.88196,906.90613,1598.43445,1750.71716,-0.08252,-0.0929,0.99222,-2.223,0.613,-0.088,6199,69645,100627
1.36,136,9978,1,0,0,0,825.88196,906.90613,1598.51074,1750.71716,-0.08509,-0.09363,0.99222,-2.223,0.7,-0.123,6201,69646,100626
1.37,137,9979,1,0,0,0,825.88196,906.90613,1598.58704,1751.02234,-0.08692,-0.094,0.99588,-2.1,0.63,-0.07,6201,69646,100626
1.38,138,9980,1,0,0,0,825.95825,906.90613,1598.35815,1750.86975,-0.08679,-0.09497,0.99368,-1.75,0.403,-0.053,6203,69645,100623
1.39,139,9981,1,0,0,0,825.95825,906.90613,1598.43445,1750.86975,-0.08692,-0.09522,0.99197,-1.68,0.333,-0.053,6203,69645,100623
1.4,140,9982,1,0,0,0,825.95825,906.90613,1598.58704,1750.86975,-0.08448,-0.09546,0.99332,-1.488,0.263,-0.088,6205,69641,100621
1.41,141,9983,1,0,0,0,825.95825,906.90613,1598.51074,1750.86975,-0.08264,-0.0968,0.9938,-1.348,0.053,-0.018,6205,69641,100621
1.42,142,9984,1,0,0,0,825.95825,906.90613,1598.43445,1750.86975,-0.08167,-0.09693,0.99393,-1.068,0.228,-0.123,6200,69635,100602
1.43,143,9985,1,0,0,0,825.95825,907.05872,1598.81592,1750.94604,-0.0835,-0.09742,0.99466,-0.49,0.368,-0.403,6200,69635,100602
1.44,144,9986,1,0,0,0,825.95825,907.05872,1598.28186,1750.94604,-0.08435,-0.09619,0.99539,-0.49,0.368,-0.403,6194,69632,100595
1.45,145,9987,1,0,0,0,825.95825,907.05872,1598.28186,1750.94604,-0.08411,-0.0968,0.99197,0.105,0.315,-0.35,6194,69632,100595
1.46,146,9988,1,0,0,0,825.95825,907.05872,1598.35815,1751.09863,-0.08606,-0.09485,0.99283,0.385,0.28,-0.42,6188,69629,100586
1.47,147,9989,1,0,0,0,825.95825,907.05872,1598.28186,1750.79346,-0.08728,-0.09375,0.9921,0.49,0.245,-0.805,6188,69629,100586
1.48,148,9990,1,0,0,0,825.72937,907.05872,1598.43445,1750.79346,-0.08887,-0.09217,0.99393,0.648,0.07,-0.543,6184,69627,100582
1.49,149,9991,1,0,0,0,825.72937,907.05872,1598.28186,1750.94604,-0.08692,-0.09156,0.99405,0.578,-0.105,-0.595,6184,69627,100582
1.5,150,9992,1,0,0,0,825.72937,907.05872,1598.28186,1750.79346,-0.08313,-0.09436,0.99112,0.718,-0.263,-0.578,6180,69627,100587
1.51,151,9993,1,0,0,0,825.72937,907.05872,1598.20557,1750.79346,-0.08252,-0.09278,0.9921,0.875,-0.21,-0.665,6180,69627,100587
1.52,152,9994,1,0,0,0,825.72937,907.05872,1598.66333,1751.17493,-0.08216,-0.08972,0.99332,0.998,-0.14,-0.788,6176,69618,100588
1.53,153,9995,1,0,0,0,825.72937,906.75354,1598.51074,1750.86975,-0.08216,-0.08875,0.99429,0.963,-0.105,-0.63,6176,69618,100588
1.54,154,9996,1,0,0,0,825.72937,906.75354,1598.05298,1750.79346,-0.07923,-0.08765,0.99307,0.718,-0.088,-0.578,6171,69616,100590
1.55,155,9997,1,0,0,0,825.72937,906.75354,1598.51074,1750.94604,-0.08094,-0.08435,0.99234,-0.158,0.21,-0.613,6171,69616,100590
1.56,156,9998,1,0,0,0,825.72937,906.75354,1598.43445,1750.86975,-0.08106,-0.08081,0.99185,-1.015,0.123,-0.49,6165,69613,100585
1.57,157,9999,1,0,0,0,825.72937,906.75354,1598.43445,1750.79346,-0.08313,-0.08924,0.99649,-2.31,0.21,-0.333,6165,69613,100585
1.58,158,10000,1,0,0,0,826.11084,906.75354,1598.89221,1751.02234,-0.08423,-0.09595,0.99527,-1.943,0.385,-0.42,6161,69609,100575
1.59,159,10001,1,0,0,0,826.11084,906.75354,1598.28186,1750.79346,-0.08399,-0.09583,0.99246,-1.155,0.298,-0.473,6161,69609,100575
1.6,160,10002,1,0,0,0,826.11084,906.75354,1598.51074,1750.86975,-0.08557,-0.08484,0.99271,-0.245,0.175,-0.175,6158,69606,100572
1.61,161,10003,1,0,0,0,826.11084,906.75354,1598.81592,1751.02234,-0.08606,-0.08594,0.99466,-0.525,0.158,-0.123,6158,69606,100572
1.62,162,10004,1,0,0,0,826.11084,906.75354,1598.51074,1750.86975,-0.08374,-0.09058,0.99429,-0.998,-0.07,-0.158,6152,69605,100567
1.63,163,10005,1,0,0,0,826.11084,906.90613,1598.43445,1750.94604,-0.08374,-0.09229,0.99393,-1.33,-0.14,-0.21,6152,69605,100567
1.64,164,10006,1,0,0,0,826.11084,906.90613,1598.51074,1750.94604,-0.08313,-0.09265,0.99368,-1.138,0.035,-0.403,6149,69602,100566
1.65,165,10007,1,0,0,0,826.11084,906.90613,1598.51074,1750.94604,-0.0835,-0.09082,0.99222,-0.805,0.175,-0.613,6149,69602,100566
1.66,166,10008,1,0,0,0,826.11084,906.90613,1598.43445,1750.86975,-0.08216,-0.08838,0.99136,-0.473,0.035,-0.543,6149,69602,100564
1.67,167,10009,1,0,0,0,826.11084,906.90613,1598.81592,1751.32751,-0.08289,-0.08472,0.99405,-0.42,0.175,-0.385,6149,69602,100564
1.68,168,10010,1,0,0,0,825.95825,906.90613,1598.43445,1750.86975,-0.08118,-0.08203,0.99356,-0.49,0.14,-0.385,6147,69599,100563
1.69,169,10011,1,0,0,0,825.95825,906.90613,1598.12927,1750.86975,-0.07984,-0.08203,0.99112,-0.56,0.175,-0.07,6147,69599,100563
1.7,170,10012,1,0,0,0,825.95825,906.90613,1598.73962,1751.02234,-0.07935,-0.08191,0.99124,-0.858,0.105,-0.105,6145,69596,100560
1.71,171,10013,1,0,0,0,825.95825,906.90613,1598.35815,1750.86975,-0.07825,-0.08252,0.99503,-1.593,0.123,0.14,6145,69596,100560
1.72,172,10014,1,0,0,0,825.95825,906.90613,1598.43445,1751.09863,-0.07642,-0.08411,0.99307,-2.013,0.315,0.245,6141,69593,100554
1.73,173,10015,1,0,0,0,825.95825,906.82983,1598.51074,1750.71716,-0.07776,-0.08557,0.99576,-2.503,0.473,0.035,6141,69593,100554
