case_name,trial_idx,mode,hr_range_rest_bpm,slew_limit_rest_bpm,slew_step_rest_bpm,smooth_win_len,time_bias_s,objective,rest_all_mae,pre_rest_mae,post_rest_mae,pure_fft_rest_all_mae,pure_fft_pre_rest_mae,pure_fft_post_rest_mae,n_rest_all,n_pre_rest,n_post_rest,passed
multi_tiaosheng3,80,post_recovery_blend,20.0,5.0,12.0,15,-2.5,4.391575016537512,3.355184160791771,1.8205284705528848,4.391575016537512,3.355184160791771,1.8205284705528848,4.391575016537512,129,52,77,False
multi_tiaosheng3,81,post_recovery_blend,10.0,6.0,1.5,21,20.0,16.647046688397715,12.739177093074604,6.952524038461539,16.647046688397715,12.739177093074604,6.952524038461539,16.647046688397715,129,52,77,False
multi_tiaosheng3,82,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,83,post_recovery_blend,15.0,5.0,10.0,31,-1.5,3.6294015113514217,2.903593222860926,1.8288386418269234,3.6294015113514217,2.903593222860926,1.8288386418269234,3.6294015113514217,129,52,77,False
multi_tiaosheng3,84,post_recovery_blend,15.0,4.0,12.0,41,-1.5,3.7428709399643076,2.7575334444215245,1.298475999098558,3.7428709399643076,2.7575334444215245,1.298475999098558,3.7428709399643076,129,52,77,False
multi_tiaosheng3,85,post_recovery_blend,20.0,8.0,15.0,31,-0.5,4.950640314943602,3.5720581058674985,1.530695988581731,4.950640314943602,3.5720581058674985,1.530695988581731,4.950640314943602,129,52,77,False
multi_tiaosheng3,86,post_recovery_blend,10.0,5.0,10.0,21,20.0,34.477995637175326,23.382456698158915,6.952524038461539,34.477995637175326,23.382456698158915,6.952524038461539,34.477995637175326,129,52,77,False
multi_tiaosheng3,87,post_motion_slew,15.0,6.0,12.0,13,-1.5,4.1754863788555205,3.255100457243217,1.8922213040865388,4.1754863788555205,3.255100457243217,1.8922213040865388,4.1754863788555205,129,52,77,False
multi_tiaosheng3,88,post_motion_slew,20.0,3.0,2.5,31,20.0,20.881468141233768,15.113080638323643,6.571429912860578,20.881468141233768,15.113080638323643,6.571429912860578,20.881468141233768,129,52,77,False
multi_tiaosheng3,89,post_recovery_blend,10.0,4.0,15.0,21,20.0,26.831603398735687,23.75144792259805,19.190448467548077,26.831603398735687,23.75144792259805,19.190448467548077,26.831603398735687,129,52,77,False
multi_tiaosheng3,90,fallback_slew_to_raw_peak,15.0,4.0,15.0,41,-1.0,5.63929490919237,3.940759939740795,1.4256216195913471,5.63929490919237,3.940405084181202,1.4256216195913471,5.638700410917208,129,52,77,False
multi_tiaosheng3,91,current,20.0,6.0,8.0,15,-1.5,5.559831891741072,4.030670875726744,1.7663362943209138,5.559831891741072,4.032800009084302,1.765455979567308,5.563993379667209,129,52,77,False
multi_tiaosheng3,92,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,93,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,94,post_recovery_blend,15.0,4.0,12.0,41,-1.5,3.7428709399643076,2.7575334444215245,1.298475999098558,3.7428709399643076,2.7575334444215245,1.298475999098558,3.7428709399643076,129,52,77,False
multi_tiaosheng3,95,post_recovery_blend,10.0,6.0,15.0,31,0.5,4.129365660903583,3.2143987980781086,1.8595440204326925,4.129365660903583,3.2143987980781086,1.8595440204326925,4.129365660903583,129,52,77,False
multi_tiaosheng3,96,post_recovery_blend,15.0,5.0,10.0,21,-2.5,3.523872039913325,2.874157904880434,1.9120812049278848,3.523872039913325,2.874157904880434,1.9120812049278848,3.523872039913325,129,52,77,False
multi_tiaosheng3,97,post_recovery_blend,15.0,5.0,10.0,21,-2.5,3.523872039913325,2.874157904880434,1.9120812049278848,3.523872039913325,2.874157904880434,1.9120812049278848,3.523872039913325,129,52,77,False
multi_tiaosheng3,98,post_recovery_blend,25.0,4.0,8.0,21,-2.5,4.245514601080548,3.247419189574242,1.7694702148437502,4.245514601080548,3.247419189574242,1.7694702148437502,4.245514601080548,129,52,77,False
multi_tiaosheng3,99,post_recovery_blend,20.0,6.0,10.0,15,-2.5,4.384950128238514,3.3305819079408185,1.769305889423077,4.384950128238514,3.3305819079408185,1.769305889423077,4.384950128238514,129,52,77,False
multi_tiaosheng3,100,post_recovery_blend,10.0,12.0,10.0,21,20.0,34.477995637175326,23.382456698158915,6.952524038461539,34.477995637175326,23.382456698158915,6.952524038461539,34.477995637175326,129,52,77,False
multi_tiaosheng4,1,raw_peak,25.0,3.0,1.0,9,14.5,2.282532429721236,1.548879445357152,0.656268314380849,2.282532429721236,1.545093430025855,0.656268314380849,2.2756346209669553,133,60,73,False
multi_tiaosheng4,2,post_motion_slew,60.0,6.0,15.0,15,13.5,2.3525247807770677,1.5177410495766452,0.502087509949464,2.3525247807770677,1.5177410495766452,0.502087509949464,2.3525247807770677,133,60,73,False
